7896727918963;COD_LST;COD_NBS;ID_ESTOQUE;DESCRICAO;UNI_MEDIDA;PRC_CUSTO;PRC_VENDA;UTL_VENDA;MARGEM_LB;POR_COMISSAO;ULT_FORNEC;NOME;ID_TIPOITEM;TIPO_ITEM;ADICIONAL1;ADICIONAL2;ID_INDEXADOR;INDEXADOR;ID_GRUPO;GRUPO;DESC_CMPL;COD_BARRA;REFERENCIA;PRC_MEDIO;QTD_ATUAL;QTD_MINIM;QTD_INICIO;ULT_COMPRA;PESO;IPI;CF;CST;CST_IPI;CST_PIS;CST_COFINS;PIS;COFINS;IAT;IPPT;COD_NCM;CSOSN;MVA;ID_NIVEL1;NIVEL1;ID_NIVEL2;NIVEL2;TAXA_ICMS;GRADE_SERIE;ISS_ALIQ;ANP;FCI;PRC_ATACADO;CFOP_NF;CFOP_CF;COD_CEST;CENQ;OBSERVACAO
60;;;60;REMOVEDOR DE ESMALTE UVA 90ML - BEIRA ALTA;UN;2,66;4,9;26/04/2021;;;2;DAUM DISTRIBUIDORA DE COSMETICOS LTDA;0;Mercadoria para revenda;;;;;;;;7896213306755;7859;2,66;0;0;0;06/01/2021;0;0;;41;53;6;6;0;0;A;P;33043000;102;0;;;;;;N;;;;;5102;5102;;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 53557/3
61;;;61;VITAMINA C DERMABEL;UN;2,04;0,01;;;;2;DAUM DISTRIBUIDORA DE COSMETICOS LTDA;0;Mercadoria para revenda;;;;;;;;;;2,04;0;1;0;06/01/2021;0;;;41;53;99;99;;;A;T;33059000;102;0;;;;;;N;;;;;5102;5102;;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 53557/3
62;;;62;VIT ABACATE DERMABEL 2,8ML - 2UN;UN;2,04;0,01;;;;2;DAUM DISTRIBUIDORA DE COSMETICOS LTDA;0;Mercadoria para revenda;;;;;;;;;;2,04;0;1;0;06/01/2021;0;;;41;53;99;99;;;A;T;33059000;102;0;;;;;;N;;;;;5102;5102;;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 53557/3
63;;;63;VIT BOMBA DE REPARACAO DERMABEL 2,8ML - 2UN;UN;2,04;0,01;;;;2;DAUM DISTRIBUIDORA DE COSMETICOS LTDA;0;Mercadoria para revenda;;;;;;;;;;2,04;0;1;0;06/01/2021;0;;;41;53;99;99;;;A;T;33059000;102;0;;;;;;N;;;;;5102;5102;;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 53557/3
64;;;64;VIT CAMOMILA DERMABEL 2,8ML - 2UN;UN;2,04;0,01;;;;2;DAUM DISTRIBUIDORA DE COSMETICOS LTDA;0;Mercadoria para revenda;;;;;;;;;;2,04;0;1;0;06/01/2021;0;;;41;53;99;99;;;A;T;33059000;102;0;;;;;;N;;;;;5102;5102;;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 53557/3
65;;;65;VIT CERAMIDAS DERMABEL 2,8ML - 2UN;UN;2,04;0,01;;;;2;DAUM DISTRIBUIDORA DE COSMETICOS LTDA;0;Mercadoria para revenda;;;;;;;;;;2,04;0;1;0;06/01/2021;0;;;41;53;99;99;;;A;T;33059000;102;0;;;;;;N;;;;;5102;5102;;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 53557/3
66;;;66;VIT CHOQUE DE FORCA DERMABEL 2,8ML - 2UN;UN;2,04;0,01;;;;2;DAUM DISTRIBUIDORA DE COSMETICOS LTDA;0;Mercadoria para revenda;;;;;;;;;;2,04;0;1;0;06/01/2021;0;;;41;53;99;99;;;A;T;33059000;102;0;;;;;;N;;;;;5102;5102;;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 53557/3
67;;;67;ALGOD�O NATHY BOLINHAS 100g;UN;3,98;7,5;26/04/2021;;;3;POLI COMERCIO DE DESCARTAVEIS LTDA;0;Mercadoria para revenda;;;;;;;;7898136150286;3045;3,98;0;0;0;08/01/2021;0;;;41;53;99;99;;;A;P;30051090;102;0;;;;;;N;;;;;5102;5102;1301100;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 1829/1
68;;;68;ALGOD�O NATHY BOLINHAS 50g;UN;2,18;4,5;01/04/2021;;;3;POLI COMERCIO DE DESCARTAVEIS LTDA;0;Mercadoria para revenda;;;;;;;;7898136150279;3044;2,18;0;0;0;08/01/2021;0;;;41;53;99;99;;;A;T;30051090;102;0;;;;;;N;;;;;5102;5102;1301100;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 1829/1
69;;;69;GEL HONEY GIRL;UN;7,9;54,9;17/06/2021;;;3;POLI COMERCIO DE DESCARTAVEIS LTDA;0;Mercadoria para revenda;;;;;;;;7898136150040;;7,9;0;1;0;08/01/2021;0;;;41;53;99;99;;;A;T;30051090;102;0;;;;;X02;N;;;;;5102;5102;1301100;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 1829/1
70;;;70;CLIPS POLI PRETO 12un 10079;UN;2,6817;5,99;19/12/2023;;;145;DISPOLI COMERCIO DE COSMETICOS LTDA;0;Mercadoria para revenda;;;;;62;CABELO;;606529500795;10079;2,68;6;0;0;28/11/2022;0;;;41;53;99;99;;;A;P;96151100;102;0;;;;;;N;;;;0;5102;5102;2006100;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 1829/1
71;;;71;ELASTICO POLI PEQUENO PRETO 200un 10416;UN;2,8258;5,99;07/12/2023;;;145;DISPOLI COMERCIO DE COSMETICOS LTDA;0;Mercadoria para revenda;;;;;62;CABELO;;606529814168;71;2,83;0;0;0;18/10/2022;0;;;41;53;99;99;;;A;P;96151100;102;0;;;;;;N;;;;0;5102;5102;2006100;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 1829/1
72;;;72;ELASTICO POLI PEQUENO TRANSPARENTE 10415;UN;2,8258;5,99;12/12/2023;;;145;DISPOLI COMERCIO DE COSMETICOS LTDA;0;Mercadoria para revenda;;;;;62;CABELO;;606529814151;10415;2,83;4;0;0;18/10/2022;0;;;41;53;99;99;;;A;P;96151100;102;0;;;;;;N;;;;0;5102;5102;2006100;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 1829/1
73;;;73;ENVELOPE PARA AUTOCLAVE POLI 20 UN;UN;6,45;11,99;28/08/2021;;;36;DISPOL DISTRIBUIDORA EIRELI - ME;0;Mercadoria para revenda;;;;;;;;;;6,41;0;1;0;23/03/2021;0;;;41;53;99;99;;;A;T;39239000;102;0;;;;;X02;N;;;;;5102;5102;;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 1829/1
74;;;74;P� ADSTRINGENTE LAPSAN 20g;UN;5,98;13,9;07/04/2022;;;36;DISPOL DISTRIBUIDORA EIRELI - ME;0;Mercadoria para revenda;;;;;;;;7898288330024;7168;5,16;0;0;0;16/12/2021;0;0;;41;53;6;6;0;0;A;P;33043000;102;0;;;;;;N;;;;;5102;5102;2001200;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 1829/1
75;;;75;LUVAS C/1 PAR LATEX M (PCT C/20);UN;46;0,01;;;;3;POLI COMERCIO DE DESCARTAVEIS LTDA;0;Mercadoria para revenda;;;;;;;;;;46;0;1;0;08/01/2021;0;;;41;53;99;99;;;A;T;40151900;102;0;;;;;;N;;;;;5102;5102;;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 1829/1
76;;;76;LUVAS C/1 PAR NITRILICAS PTA P (PCT C/20);UN;50;0,01;;;;3;POLI COMERCIO DE DESCARTAVEIS LTDA;0;Mercadoria para revenda;;;;;;;;;;50;0;1;0;08/01/2021;0;;;41;53;99;99;;;A;T;40151900;102;0;;;;;;N;;;;;5102;5102;;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 1829/1
77;;;77;MASCARA DESCARTAVEL UNIDADE;UN;0,278;2;25/05/2022;;;36;DISPOL DISTRIBUIDORA EIRELI - ME;0;Mercadoria para revenda;;;;;63;PELE;;;10583;0,32;0;0;0;14/10/2021;0;;;41;53;99;99;;;A;T;63079010;102;0;;;;;;N;;;;;5102;5102;2806300;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 1829/1
78;;;78;MASCARA BCA TRIPLA TNT C/ ELASTICO 20UN POLI;UN;23,12;0,01;;;;3;POLI COMERCIO DE DESCARTAVEIS LTDA;0;Mercadoria para revenda;;;;;;;;;;23,12;0;1;0;08/01/2021;0;;;41;53;99;99;;;A;T;63079010;102;0;;;;;;N;;;;;5102;5102;;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 1829/1
79;;;79;PENTE GARFO AFRO 10800;UN;2,18;4,9;16/12/2022;;;3;POLI COMERCIO DE DESCARTAVEIS LTDA;0;Mercadoria para revenda;;;;;;;;736532078001;10800;2,18;0;0;0;08/01/2021;0;;;41;53;99;99;;;A;T;96151100;102;0;;;;;;N;;;;;5102;5102;2006100;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 1829/1
80;;;80;BISTURI POLI CALO DORSAL GRANDE 104290;UN;7,7667;14,9;03/03/2023;;;36;DISPOL DISTRIBUIDORA EIRELI - ME;0;Mercadoria para revenda;;;;;64;UNHA;;602883242906;104290;8,21;16;0;0;23/02/2022;0;;;41;53;99;99;;;A;P;82142000;102;0;;;;;;N;;;;;5102;5102;2005500;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 1829/1
81;;;81;BISTURI POLI CALO DORSAL PEQUENO 104289;UN;7,7667;14,99;17/06/2023;;;145;DISPOLI COMERCIO DE COSMETICOS LTDA;0;Mercadoria para revenda;;;;;64;UNHA;;602883242890;104289;7,91;10;0;0;18/08/2022;0;;;41;53;99;99;;;A;P;82142000;102;0;;;;;;N;;;;0;5102;5102;2005500;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 1829/1
82;;;82;BORRIFADOR POLI BOLINHA 280ML 10442;UN;6,9;12,5;13/01/2023;;;36;DISPOL DISTRIBUIDORA EIRELI - ME;0;Mercadoria para revenda;;;;;;;;606529814427;10442;6,9;0;0;0;04/03/2021;0;;;41;53;99;99;;;A;P;84248990;102;0;;;;;;N;;;;;5102;5102;;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 1829/1
83;;;83;BORRIFADOR POLI CONICO 350ML 104319;UN;7,26;12,5;26/04/2022;;;36;DISPOL DISTRIBUIDORA EIRELI - ME;0;Mercadoria para revenda;;;;;62;CABELO;;602883243194;104319;6,93;2;0;0;23/03/2021;0;;;41;53;99;99;;;A;P;39269090;102;0;;;;;;N;;;;;5102;5102;2803800;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 1829/1
84;;;84;RASPADOR DE UNHAS POLI INOX;UN;5,24;8,5;14/12/2022;;;36;DISPOL DISTRIBUIDORA EIRELI - ME;0;Mercadoria para revenda;;;;;64;UNHA;;751320340290;10029;5,17;1;0;0;16/12/2021;0;;;41;53;99;99;;;A;T;82142000;102;0;;;;;;N;;;;;5102;5102;2005500;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 1829/1
85;;;85;SEPARADOR DE DEDOS EVA (PAR);UN;0,98;1,95;27/11/2023;;;3;POLI COMERCIO DE DESCARTAVEIS LTDA;0;Mercadoria para revenda;;;;;64;UNHA;;751320472885;10288;0,98;0;0;0;08/01/2021;0;;;41;53;99;99;;;A;T;40149090;102;0;;;;;;N;;;;;5102;5102;;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 1829/1
86;;;86;UNHAS CARTELAS C/24 UN OVAIS;UN;46,56;4,9;;;;3;POLI COMERCIO DE DESCARTAVEIS LTDA;0;Mercadoria para revenda;;;;;;;;;;46,56;0;1;0;08/01/2021;0;;;41;53;99;99;;;A;T;39249000;102;0;;;;;;N;;;;;5102;5102;;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 1829/1
87;;;87;LUVA POLI LATEX M 2un 10298;UN;2,99;4,99;03/04/2023;;;36;DISPOL DISTRIBUIDORA EIRELI - ME;0;Mercadoria para revenda;;;;;64;UNHA;;751320710574;10298;2,99;11;0;0;17/09/2021;0;;;41;53;99;99;;;A;T;40151900;102;0;;;;;;N;;;;;5102;5102;;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 1829/1
88;;;88;LUVA POLI NITRILICA PRETA P 2un 10290;UN;3,475;4,99;09/12/2023;;;36;DISPOL DISTRIBUIDORA EIRELI - ME;0;Mercadoria para revenda;;;;;64;UNHA;;751320472908;10290;3,48;10;0;0;17/09/2021;0;;;41;53;99;99;;;A;T;40151900;102;0;;;;;;N;;;;;5102;5102;;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 1829/1
89;;;89;FOLHA DEPILATORIA FACIAL DEPIMIEL;UN;1,156;4,99;05/04/2022;;;3;POLI COMERCIO DE DESCARTAVEIS LTDA;0;Mercadoria para revenda;;;;;;;;;;1,16;0;0;0;09/02/2021;0;;;41;53;99;99;;;A;P;33079000;102;0;;;;;;N;;;;;5102;5102;2003200;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 1829/1
90;;;90;BROCA DE CERAMICA UN;UN;1,02;19,9;17/05/2021;;;2;DAUM DISTRIBUIDORA DE COSMETICOS LTDA;0;Mercadoria para revenda;;;;;;;;7897530100378;;1,02;0;1;0;06/01/2021;0;;;41;53;99;99;;;A;T;33059000;102;0;;;;;;N;;;;;5102;5102;;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 53557/3
91;;;91;FOIL AVULSAS;UN;1,02;3;15/05/2021;;;2;DAUM DISTRIBUIDORA DE COSMETICOS LTDA;0;Mercadoria para revenda;;;;;;;;7897530100354;;1,02;0;1;0;06/01/2021;0;;;41;53;99;99;;;A;T;33059000;102;0;;;;;;N;;;;;5102;5102;;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 53557/3
92;;;92;FOIL 1un;UN;0,01;3;11/02/2023;;;7;DANILO ROLIM DA SILVA & CIA LTDA;0;Mercadoria para revenda;;;;;62;CABELO;;7897530101153;;0,01;0;0;0;20/05/2022;0;0;;41;53;6;6;0;0;A;T;33059000;102;0;;;;;;N;;;;0;5102;5102;;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 53557/3
93;;;93;FOIL 1un;UN;1,02;3;24/07/2021;;;2;DAUM DISTRIBUIDORA DE COSMETICOS LTDA;0;Mercadoria para revenda;;;;;;;;;;1,02;0;0;0;06/01/2021;0;;;41;53;99;99;;;A;T;33059000;102;0;;;;;;N;;;;;5102;5102;;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 53557/3
94;;;94;AMPOLA DE VITAMINAS SORTIDAS;UN;1,02;2;19/10/2021;;;2;DAUM DISTRIBUIDORA DE COSMETICOS LTDA;0;Mercadoria para revenda;;;;;;;;7897530100149;;1,02;0;1;0;06/01/2021;0;;;41;53;99;99;;;A;T;33059000;102;0;;;;;;N;;;;;5102;5102;;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 53557/3
95;;;95;BROCA DIAMANTADA (UN);UN;1,125;12,9;17/06/2021;;;2;DAUM DISTRIBUIDORA DE COSMETICOS LTDA;0;Mercadoria para revenda;;;;;;;;;;1,12;0;1;0;25/05/2021;0;;;41;53;99;99;;;A;T;33059000;102;0;;;;;;N;;;;;5102;5102;;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 53557/3
96;;;96;UNHAS CARTELADAS NAIL ENCANTO 24 UN;UN;1,94;4,9;19/05/2023;;;3;POLI COMERCIO DE DESCARTAVEIS LTDA;0;Mercadoria para revenda;;;;;64;UNHA;;7898577233609;;1,94;2;0;0;08/01/2021;0;;;41;53;99;99;;;A;P;39249000;102;0;;;;;;N;;;;;5102;5102;;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 1829/1
97;;;97;MALETA PARA MAQUIAGEM PEQUENA;UN;69,99;119;26/09/2021;;;4;CRAVO E CANELA ATACADO DE BIJOUTERIAS LTDA ME;0;Mercadoria para revenda;;;;;;;;;;69,99;0;0;0;11/01/2021;0;;;41;53;99;99;;;A;T;42021900;102;0;;;;;;N;;;;;5102;5102;20041;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 597241/1
98;;;98;KIT PINCEL E ESPONJA NOVO SECULO;UN;13,09;24,5;;;;4;CRAVO E CANELA ATACADO DE BIJOUTERIAS LTDA ME;0;Mercadoria para revenda;;;;;63;PELE;;7866889925871;;13,09;1;0;0;11/01/2021;0;;;41;53;99;99;;;A;P;96033000;102;0;;;;;;N;;;;;5102;5102;2005900;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 597241/1
99;;;99;KIT PINCEL E ESPONJA NOVO SECULO;UN;13,99;24,5;11/03/2022;;;4;CRAVO E CANELA ATACADO DE BIJOUTERIAS LTDA ME;0;Mercadoria para revenda;;;;;;;;7866889930370;;13,99;0;0;0;11/01/2021;0;;;41;53;99;99;;;A;T;96033000;102;0;;;;;;N;;;;;5102;5102;2005900;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 597241/1
100;;;100;KIT PINCEL E ESPONJA NOVO S�CULO;UN;13,99;24,5;;;;4;CRAVO E CANELA ATACADO DE BIJOUTERIAS LTDA ME;0;Mercadoria para revenda;;;;;;;;;7866889930370;13,99;0;0;0;11/01/2021;0;;;41;53;99;99;;;A;P;96033000;102;0;;;;;;N;;;;;5102;5102;2005900;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 597241/1
101;;;101;KIT PINCEL E ESPONJA NOVO S�CULO;UN;13,09;24,5;14/12/2022;;;4;CRAVO E CANELA ATACADO DE BIJOUTERIAS LTDA ME;0;Mercadoria para revenda;;;;;;;;;7866889925871;13,09;0;0;0;11/01/2021;0;;;41;53;99;99;;;A;P;96033000;102;0;;;;;;N;;;;;5102;5102;2005900;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 597241/1
102;;;102;FIBRA APOLIN�RIO CORTADA 100 UNIDADES;UN;20,99;39,9;10/04/2021;;;4;CRAVO E CANELA ATACADO DE BIJOUTERIAS LTDA ME;0;Mercadoria para revenda;;;;;;;;;;20,99;0;1;0;11/01/2021;0;;;41;53;99;99;;;A;T;85103000;102;0;;;;;;N;;;;;5102;5102;0;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 597241/1
103;;;103;UNHA POSTI�A REAL LOVE;UN;8,79;19,75;03/12/2021;;;4;CRAVO E CANELA ATACADO DE BIJOUTERIAS LTDA ME;0;Mercadoria para revenda;;;;;;;;606529148171;;8,79;0;0;0;11/01/2021;0;;;41;53;99;99;;;A;T;39269090;102;0;;;;;;N;;;;;5102;5102;1301600;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 597241/1
104;;;104;MASCARA FENZZA BLACK 50 G;UN;5,99;12,9;16/10/2021;;;4;CRAVO E CANELA ATACADO DE BIJOUTERIAS LTDA ME;0;Mercadoria para revenda;;;;;;;;7899360235213;;6,19;0;0;0;30/04/2021;0;0;;41;53;6;6;0;0;A;P;33049910;102;0;;;;;;N;;;;;5102;5102;2001400;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 597241/1
105;;;105;VENTILADOR PORTATIL URSINHO;UN;20,49;39,9;12/03/2022;;;4;CRAVO E CANELA ATACADO DE BIJOUTERIAS LTDA ME;0;Mercadoria para revenda;;;;;;;;7866889931285;;21,55;0;0;0;30/04/2021;0;;;41;53;99;99;;;A;P;84145910;102;0;;;;;;N;;;;;5102;5102;0;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 597241/1
106;;;106;VENTILADOR PORTATIL DESKTOP FAN;UN;32,49;55,5;07/01/2023;;;4;CRAVO E CANELA ATACADO DE BIJOUTERIAS LTDA ME;0;Mercadoria para revenda;;;;;;;;7908153030208;;32,49;0;0;0;11/01/2021;0;;;41;53;99;99;;;A;T;84145910;102;0;;;;;;N;;;;;5102;5102;0;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 597241/1
107;;;107;MALETA DE MAQUIAGEM PLAYBOY;UN;131,99;219;11/06/2022;;;4;CRAVO E CANELA ATACADO DE BIJOUTERIAS LTDA ME;0;Mercadoria para revenda;;;;;;;;7899956808876;;131,99;0;0;0;11/01/2021;0;0;;41;53;6;6;0;0;A;T;33049100;102;0;;;;;;N;;;;;5102;5102;2001300;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 597241/1
108;;;108;MASCARA FELPS PLATINUM SACHE 30g;UN;4,98;9,9;09/12/2022;;;5;EB&F COMERCIO DE COSMETICOS EIRELI;0;Mercadoria para revenda;;;;;62;CABELO;;7898639791535;7010040;4,98;7;0;0;12/01/2021;0;0;;41;53;6;6;0;0;A;T;33059000;102;0;;;;;;N;;;;;5102;5102;2002000;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 297/1
110;;;110;BOTOX DE CHUVEIRO FELPS MONA E LISA 50g;UN;7,98;14,9;10/06/2022;;;5;EB&F COMERCIO DE COSMETICOS EIRELI;0;Mercadoria para revenda;;;;;;;;7898639790620;7020100;7,98;0;0;0;12/01/2021;0;0;;41;53;6;6;0;0;A;P;33059000;102;0;;;;;;N;;;;;5102;5102;2002000;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 297/1
111;;;111;BOTOX FELPS QUIABO 300ml;UN;27,59;54,99;23/06/2023;;;5;EB&F COMERCIO DE COSMETICOS EIRELI;0;Mercadoria para revenda;;;;;62;CABELO;;7898639793881;14120022;26,77;0;0;0;03/11/2022;0;0;;41;53;6;6;0;0;A;T;33051000;102;0;;;;;;N;;;;0;5102;5102;2001700;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 297/1
112;;;112;PINCA PARA CILIOS TWEEZEZERS FURTA COR;UN;5;21,99;06/01/2022;;;7;DANILO ROLIM DA SILVA & CIA LTDA;0;Mercadoria para revenda;;;;;63;PELE;;7899999170848;FM17084;7,67;10;0;0;20/01/2022;0;;;41;53;99;99;;;A;T;82032090;102;0;;;;;;N;;;;;5102;5102;2005300;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 297/1
115;;;115;UNIQ CREAM FELPS 230ml;UN;29,9917;67,99;28/08/2023;;;5;EB&F COMERCIO DE COSMETICOS EIRELI;0;Mercadoria para revenda;;;;;62;CABELO;;7898639792426;141883942;34,14;0;0;0;21/11/2022;0;0;;41;53;6;6;0;0;A;T;33051000;102;0;;;;;;N;;;;0;5102;5102;2001700;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 297/1
116;;;116;OLEO ARVENSIS TEC OIL 45ml	;UN;26,56;49,99;11/09/2021;;;6;MARTONY COM. DE MOV. E ART. CAB. LTDA;0;Mercadoria para revenda;;;;;;;;7898562211339;140001;26,56;0;0;0;12/01/2021;0;0;;41;53;6;6;0;0;A;T;33059000;102;0;;;;;;N;;;;;5102;5102;2002000;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 6222/1
117;;;117;SPRAY ARVENSIS TEC LISS 120ml;UN;21,73;39,99;27/04/2021;;;6;MARTONY COM. DE MOV. E ART. CAB. LTDA;0;Mercadoria para revenda;;;;;;;;7898562211360;123003;21,73;0;0;0;12/01/2021;0;0;;41;53;6;6;0;0;A;T;33059000;102;0;;;;;;N;;;;;5102;5102;2002000;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 6222/1
118;;;118;ATIVADOR DE CACHOS CADIVEU SOL DO RIO 215 ML;UN;38,59;59,9;17/11/2021;;;6;MARTONY COM. DE MOV. E ART. CAB. LTDA;0;Mercadoria para revenda;;;;;;;;7898606741242;90226;38,59;0;0;0;12/01/2021;0;0;;41;53;6;6;0;0;A;T;33059000;102;0;;;;;;N;;;;;5102;5102;2002100;999;
119;;;119;PINCA DA DIVA INOX;UN;1,25;3,9;11/02/2022;;;7;DANILO ROLIM DA SILVA & CIA LTDA;0;Mercadoria para revenda;;;;;;;5678008160498;;FM16049;1,25;0;0;0;22/10/2021;0;;;41;53;99;99;;;A;T;82032090;102;0;;;;;;N;;;;;5102;5102;2005300;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 6222/1
120;;;120;MASCARA ARVENSIS TEC LISS 250g;UN;22,57;41,99;28/04/2021;;;6;MARTONY COM. DE MOV. E ART. CAB. LTDA;0;Mercadoria para revenda;;;;;;;;7898562211377;113008;22,57;0;0;0;12/01/2021;0;0;;41;53;6;6;0;0;A;P;33059000;102;0;;;;;;N;;;;;5102;5102;2002000;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 6222/1
121;;;121;MASCARA ARVENSIS RECONSTRUTORA 250g;UN;22,57;41,99;;;;6;MARTONY COM. DE MOV. E ART. CAB. LTDA;0;Mercadoria para revenda;;;;;62;CABELO;;7898939113877;113022;22,57;0;0;0;12/01/2021;0;0;;41;53;6;6;0;0;A;T;33059000;102;0;;;;;;N;;;;;5102;5102;2002000;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 6222/1
122;;;122;LEAVE IN ARVENSIS RECONSTRUTOR 200ml;UN;21,66;39,99;04/02/2021;;;6;MARTONY COM. DE MOV. E ART. CAB. LTDA;0;Mercadoria para revenda;;;;;;;;7898939113860;108008;21,66;0;0;0;12/01/2021;0;0;;41;53;6;6;0;0;A;T;33059000;102;0;;;;;;N;;;;;5102;5102;2002000;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 6222/1
123;;;123;LIXA ELETRICA PORQUINHO;UN;40,47;299,9;03/05/2023;;;86;LOJA DA VIVI SV LTDA;0;Mercadoria para revenda;;;;;;;;;5317330;116,56;0;0;0;18/01/2023;0;;;41;53;99;99;;;A;P;82142000;102;0;;;;;;N;;;;0;5102;5102;2005500;999;"
Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 53692/3"
